user_id,nome,sobrenome,email,cpf,data_nascimento,genero,estado,estado_civil,ocupacao,nivel_educacional,faixa_renda,data_ativacao,dispositivo,telefone
U03837,Maya,Carvalho,beatrizporto@example.net,77427506174.0,1970-01-01,F,MG,Divorciado/a,Aposentado,Outro,Média,2023-11-08,Android,+55 (061) 3192 7636
U01117,Melissa,Rezende,pedroferreira@example.net,41267921230.0,1980-03-09,M,MG,Casado/a,Aposentado,Outro,Média,2023-11-09,Android,+55 (011) 7685 7949
U00468,Kamilly,Duarte,da-conceicaodaniel@example.org,42568524459.0,1970-01-01,F,RS,Solteiro/a,Empregado,Técnico,Baixa,2023-11-10,Android,0300-667-9937
U02081,Léo,Cassiano,gcassiano@example.com,70606940735.0,1970-01-01,Outro,PE,Viúvo/a,Empregado,Superior,Média,2023-11-10,iOS,71 4713 9672
U02533,Gustavo Henrique,Câmara,ccosta@example.com,74374719726.0,1970-01-01,Outro,MG,Casado/a,Estudante,Pós-graduação,Média,2023-11-10,iOS,+55 51 5198 9864
U04312,Ayla,Moreira,giovanna28@example.com,57648858379.0,1998-05-25,F,RJ,Solteiro/a,Estudante,Técnico,Alta,2023-11-10,iOS,+55 (071) 8686 3503
U04692,Bruna,Silveira,hmoreira@example.net,92199474598.0,1976-10-26,F,MG,Casado/a,Desempregado,Outro,Baixa,2023-11-10,iOS,+55 (041) 3855 9969
U04933,José Pedro,Pires,henry65@example.com,47898600359.0,1970-01-01,M,PE,Solteiro/a,Estudante,Superior,Baixa,2023-11-10,iOS,+55 (051) 9744-4469
U04976,Gabriela,Abreu,ana-beatriz48@example.org,49638633881.0,1982-09-02,Outro,PE,Solteiro/a,Aposentado,Superior,Alta,2023-11-10,iOS,+55 11 2254 0208
U00228,Yuri,Albuquerque,valentim91@example.net,15334536708.0,1991-10-18,Outro,CE,Divorciado/a,Empregado,Técnico,Média,2023-11-11,iOS,61 0133 5420
U00441,Raul,Ribeiro,rodriguesvalentina@example.com,73547900287.0,1970-01-01,F,BA,Casado/a,Autônomo,Técnico,Alta,2023-11-11,iOS,(051) 1834 8356
U02225,Vitor Gabriel,Freitas,josuesa@example.com,33250671667.0,1984-09-29,F,MG,Viúvo/a,Aposentado,Pós-graduação,Média,2023-11-11,iOS,0300 149 2112
U02510,Luiz Otávio,Marques,lorenasiqueira@example.com,64754028686.0,2000-10-06,F,PE,Divorciado/a,Empregado,Superior,Alta,2023-11-11,iOS,+55 (071) 8043 2017
U03147,Alexandre,Nascimento,davi-lucas75@example.com,81165445254.0,1974-04-29,F,RS,Solteiro/a,Estudante,Superior,Alta,2023-11-11,iOS,+55 (041) 8058-6810
U04299,Emilly,Martins,novaisravy@example.com,44153129840.0,1970-01-01,F,PR,Divorciado/a,Empregado,Outro,Alta,2023-11-11,Android,+55 51 6582 5069
U04946,Ana Júlia,Nogueira,joao-miguel18@example.com,20033373737.0,1983-10-19,F,CE,Divorciado/a,Aposentado,Outro,Baixa,2023-11-11,iOS,41 2091-0726
U01017,Dom,Rodrigues,tcastro@example.com,44118544918.0,1990-06-12,F,RS,Viúvo/a,Autônomo,Técnico,Baixa,2023-11-12,Android,51 5257 5702
U01869,Maria Isis,Vasconcelos,ravimontenegro@example.net,63389718716.0,1988-12-04,M,RJ,Casado/a,Empregado,Pós-graduação,Alta,2023-11-12,iOS,71 2000-1463
U01948,Maria Luiza,Nunes,duarteluiza@example.net,71726005783.0,2006-04-26,F,RJ,Viúvo/a,Estudante,Pós-graduação,Alta,2023-11-12,iOS,+55 (061) 2218-0154
U02530,Antonella,Carvalho,tmendes@example.net,28871218772.0,1971-11-10,M,PE,Divorciado/a,Estudante,Ensino Médio,Baixa,2023-11-12,Android,+55 (061) 0932 2760
U03809,Kaique,Vasconcelos,sara77@example.net,32703171600.0,1985-04-03,Outro,RJ,Casado/a,Autônomo,Outro,Baixa,2023-11-12,Android,+55 (051) 9752 6016
U04906,Luísa,Melo,luiginogueira@example.com,68590657263.0,1996-10-06,M,PE,Divorciado/a,Desempregado,Ensino Médio,Baixa,2023-11-12,Android,41 8816-3034
U01706,Aylla,Porto,davi-miguelda-cruz@example.org,74501963350.0,1970-01-01,Outro,DF,Casado/a,Estudante,Ensino Médio,Alta,2023-11-13,Android,(081) 0020-8771
U01811,Otto,Lima,riosfernanda@example.org,62119412881.0,1975-11-08,Outro,CE,Solteiro/a,Estudante,Superior,Média,2023-11-13,Android,(081) 2213-3967
U03888,Felipe,Cardoso,peixotodanilo@example.net,34493626161.0,1994-01-18,Outro,RS,Solteiro/a,Estudante,Pós-graduação,Baixa,2023-11-13,Android,+55 (071) 2760-4850
U04950,Lívia,Freitas,acaldeira@example.net,55451204402.0,2001-12-04,F,BA,Divorciado/a,Aposentado,Pós-graduação,Baixa,2023-11-13,Android,+55 (061) 0030-0967
U01891,Asafe,Viana,da-conceicaoasafe@example.net,90275797081.0,2000-11-01,M,PE,Solteiro/a,Desempregado,Outro,Baixa,2023-11-14,iOS,(031) 1258-9887
U02215,Isadora,Albuquerque,marquessabrina@example.org,32897518552.0,1989-02-24,M,MG,Solteiro/a,Desempregado,Outro,Baixa,2023-11-14,Android,+55 (084) 1107-5174
U03062,Maria Alice,Cavalcanti,andradefrancisco@example.org,57392506631.0,1970-01-01,F,SP,Casado/a,Aposentado,Outro,Baixa,2023-11-14,iOS,+55 11 3138 5822
U03082,Isabella,Sales,aragaoana-livia@example.com,91387297773.0,1970-01-01,F,SP,Casado/a,Empregado,Superior,Alta,2023-11-14,Android,(031) 4413 5177
U03882,Kaique,Souza,valentimmacedo@example.org,54034224849.0,1970-01-01,M,PR,Solteiro/a,Estudante,Ensino Médio,Alta,2023-11-14,iOS,81 4917 9593
U04270,Sophia,Ribeiro,limabenicio@example.org,10378509864.0,1988-07-02,M,RJ,Casado/a,Autônomo,Pós-graduação,Média,2023-11-14,iOS,0300-861-7304
U01767,Luara,Macedo,davi-luiz09@example.com,34102782774.0,1970-01-01,F,MG,Casado/a,Estudante,Outro,Alta,2023-11-15,Android,+55 61 4359-9853
U01894,Matheus,Barbosa,hadassa00@example.net,34115778692.0,2003-02-26,Outro,CE,Divorciado/a,Autônomo,Pós-graduação,Alta,2023-11-15,Android,+55 31 7610 2937
U02306,Ana Cecília,Vasconcelos,viniciusferreira@example.net,43507975825.0,1975-01-07,M,RJ,Viúvo/a,Empregado,Ensino Médio,Baixa,2023-11-15,Android,84 2111 7796
U03479,Ravi Lucca,Mendes,crodrigues@example.com,77781668059.0,1978-09-20,M,MG,Casado/a,Estudante,Pós-graduação,Média,2023-11-15,iOS,(011) 0507 6871
U04872,Lucas,Caldeira,lunaleao@example.com,22475738647.0,2006-10-16,F,RS,Casado/a,Empregado,Pós-graduação,Alta,2023-11-15,iOS,71 4311-2493
U00506,Gabriela,Alves,maria-laura16@example.org,53727299100.0,1989-05-27,M,CE,Divorciado/a,Estudante,Outro,Baixa,2023-11-16,Android,+55 71 0659-3954
U00652,Nicolas,Almeida,wcamara@example.org,76998734203.0,2000-01-01,M,RJ,Casado/a,Autônomo,Pós-graduação,Média,2023-11-16,Android,21 5704 2042
U02228,Maria Eduarda,Albuquerque,costelaenzo-gabriel@example.net,83027197671.0,1975-02-26,F,CE,Divorciado/a,Autônomo,Pós-graduação,Alta,2023-11-16,iOS,+55 (084) 1172 9526
U04412,Manuella,da Paz,vasconcelosmateus@example.com,25633379392.0,1988-04-27,Outro,RJ,Divorciado/a,Desempregado,Outro,Alta,2023-11-16,Android,+55 (011) 1930 6043
U04519,Isis,Melo,joao-lucas64@example.net,74380979456.0,1970-01-01,F,SP,Divorciado/a,Empregado,Outro,Baixa,2023-11-16,iOS,41 8088-4650
U00532,Lívia,Macedo,almeidaasafe@example.net,61917937677.0,1990-07-28,F,SP,Solteiro/a,Empregado,Pós-graduação,Alta,2023-11-17,Android,+55 11 3131 0929
U01554,Benjamin,Barbosa,valentina34@example.org,89779507724.0,1970-01-01,F,CE,Solteiro/a,Aposentado,Outro,Alta,2023-11-17,iOS,+55 61 3481 0380
U01978,Asafe,Caldeira,luiz-otavio62@example.net,21826687682.0,1986-09-18,Outro,PE,Casado/a,Desempregado,Outro,Baixa,2023-11-17,iOS,(021) 6292 1580
U04389,Mateus,Cunha,rda-costa@example.com,46941228240.0,1994-03-11,Outro,PR,Viúvo/a,Autônomo,Pós-graduação,Média,2023-11-17,iOS,81 9039-3524
U00443,Agatha,Souza,fernandesnatalia@example.org,84946999346.0,1985-09-22,F,SP,Viúvo/a,Autônomo,Pós-graduação,Baixa,2023-11-18,iOS,41 0148 4337
U03361,Francisco,Costela,lsilva@example.org,43537646700.0,1970-01-01,M,RS,Divorciado/a,Aposentado,Pós-graduação,Média,2023-11-18,Android,+55 (031) 9838 0498
U04621,Ana Carolina,Costa,maria-julia55@example.com,88120602633.0,1997-11-21,F,BA,Casado/a,Autônomo,Outro,Alta,2023-11-18,Android,+55 61 1724 5809
U00335,Valentim,Ramos,maria-julia34@example.org,26949129838.0,1978-01-21,Outro,RJ,Casado/a,Aposentado,Outro,Média,2023-11-19,Android,(081) 4731-3275
U04095,Liz,da Mota,carvalhoevelyn@example.net,92389613618.0,2007-03-26,Outro,DF,Solteiro/a,Desempregado,Outro,Alta,2023-11-19,Android,+55 (071) 0080 2473
U00673,Joana,Sampaio,costelagabriel@example.net,79684888401.0,1982-12-30,M,SP,Viúvo/a,Desempregado,Superior,Baixa,2023-11-20,Android,+55 (021) 0370 4226
U01821,Letícia,Casa Grande,gomespietra@example.net,83108342908.0,1985-05-21,Outro,RS,Viúvo/a,Desempregado,Pós-graduação,Baixa,2023-11-20,iOS,51 7629 0198
U03021,Joana,Correia,alexandre61@example.com,57323803542.0,1992-04-05,M,CE,Casado/a,Desempregado,Superior,Baixa,2023-11-20,iOS,71 7296-4648
U04975,Marcelo,Carvalho,ribeiropedro-miguel@example.com,30355920319.0,1970-01-01,Outro,MG,Casado/a,Estudante,Outro,Alta,2023-11-20,Android,+55 (041) 2220 6514
U00811,Giovanna,Ramos,catarina99@example.net,19777622521.0,2007-06-19,M,DF,Divorciado/a,Estudante,Outro,Média,2023-11-21,Android,+55 81 3513-3476
U02888,Heloísa,Fernandes,cardosoana-julia@example.net,32854528450.0,1979-03-06,F,BA,Divorciado/a,Aposentado,Técnico,Alta,2023-11-21,iOS,31 5554-8204
U03586,Vinicius,Garcia,epastor@example.org,55966077369.0,1971-12-14,Outro,RJ,Solteiro/a,Empregado,Técnico,Alta,2023-11-21,Android,41 2640-8555
U04437,Theodoro,Pires,snogueira@example.org,28960859198.0,1970-01-01,M,MG,Divorciado/a,Empregado,Outro,Alta,2023-11-21,iOS,81 3974-1552
U00421,Kevin,Machado,xda-paz@example.org,94539616254.0,1997-03-17,Outro,PR,Viúvo/a,Aposentado,Pós-graduação,Alta,2023-11-22,Android,+55 (011) 0286-8809
U01128,Gustavo Henrique,Nascimento,vitor-hugoalves@example.com,60601724361.0,1990-08-30,Outro,PE,Viúvo/a,Aposentado,Pós-graduação,Alta,2023-11-22,iOS,+55 (041) 2277 1988
U01194,Marina,Santos,maria-isis34@example.net,85526776234.0,1970-01-01,M,RJ,Casado/a,Estudante,Pós-graduação,Alta,2023-11-22,iOS,0500-324-0660
U02513,Alexandre,Jesus,maria-liz04@example.net,43980294962.0,1981-10-11,Outro,SP,Viúvo/a,Desempregado,Técnico,Baixa,2023-11-22,iOS,+55 (031) 9200-1282
U03207,Henrique,Nogueira,davi-luccamontenegro@example.com,90219739387.0,1973-07-05,Outro,BA,Divorciado/a,Desempregado,Técnico,Média,2023-11-22,iOS,51 2101 0124
U04812,Dante,Fernandes,emilly02@example.net,82135718559.0,1994-04-16,Outro,PR,Viúvo/a,Desempregado,Ensino Médio,Alta,2023-11-22,iOS,31 8305 8037
U00721,Noah,Machado,qgoncalves@example.com,87366591768.0,1970-01-01,F,CE,Solteiro/a,Desempregado,Outro,Baixa,2023-11-23,iOS,+55 (061) 9451 2961
U01719,Benício,Almeida,fogacaantonio@example.net,97581422965.0,2003-05-17,M,RJ,Viúvo/a,Estudante,Técnico,Baixa,2023-11-23,Android,+55 (021) 8798-0081
U04076,Emanuelly,Pereira,wcamargo@example.com,31089405149.0,2005-06-14,M,DF,Solteiro/a,Empregado,Ensino Médio,Alta,2023-11-23,Android,+55 (071) 9609 7537
U04302,Bárbara,Abreu,carvalhocaleb@example.net,36798448304.0,1970-01-01,F,SP,Casado/a,Aposentado,Técnico,Alta,2023-11-23,iOS,+55 11 8799-0235
U04449,Kamilly,Viana,da-motamatheus@example.net,54785912650.0,1984-01-29,M,CE,Divorciado/a,Autônomo,Outro,Média,2023-11-23,iOS,81 4726 1488
U04811,Larissa,Lima,kaique57@example.net,83542813086.0,1970-01-01,Outro,RJ,Solteiro/a,Estudante,Técnico,Média,2023-11-23,iOS,+55 (084) 3106 6294
U04980,Yago,da Costa,wcosta@example.net,66606233199.0,1970-01-01,Outro,CE,Divorciado/a,Desempregado,Ensino Médio,Baixa,2023-11-23,iOS,21 8074 8481
U00244,Caio,Correia,ana-laura75@example.net,77987180558.0,1981-06-11,F,PE,Viúvo/a,Desempregado,Outro,Alta,2023-11-24,Android,+55 81 8410-3603
U01142,Mirella,Rezende,breno52@example.com,77344853692.0,1970-01-01,M,SP,Viúvo/a,Desempregado,Pós-graduação,Baixa,2023-11-24,Android,(084) 8978 0753
U01726,Antônio,Fogaça,nunesmaria-julia@example.net,37484722815.0,1970-01-01,F,BA,Solteiro/a,Autônomo,Superior,Média,2023-11-24,iOS,0300 272 8326
U02683,Anthony,Farias,caldeiramelissa@example.com,14509978908.0,1970-01-01,M,CE,Solteiro/a,Estudante,Outro,Alta,2023-11-24,Android,+55 51 8102 2820
U02693,Isaac,Lopes,jrezende@example.org,19859643675.0,1970-01-01,M,CE,Viúvo/a,Empregado,Outro,Baixa,2023-11-24,Android,+55 (061) 0249-1047
U02702,Lara,Aragão,davi-lucasgarcia@example.com,83631680054.0,1970-01-01,M,SP,Solteiro/a,Aposentado,Outro,Baixa,2023-11-24,Android,+55 (011) 9263 9865
U03357,Marcelo,Silva,opacheco@example.org,73878209138.0,1970-01-01,M,RS,Divorciado/a,Autônomo,Outro,Baixa,2023-11-24,iOS,+55 (041) 5983-8710
U02255,Davi Lucca,Alves,barbosamaria-luisa@example.net,74726205882.0,1991-07-21,Outro,CE,Divorciado/a,Empregado,Outro,Baixa,2023-11-25,iOS,(011) 6803-9654
U02764,Isabela,Pinto,anthonyda-costa@example.org,44572046424.0,1970-01-01,F,CE,Casado/a,Empregado,Ensino Médio,Baixa,2023-11-25,iOS,0300-795-6568
U02872,Isabella,da Conceição,ana-cecilia21@example.net,10760200800.0,1995-04-07,F,SP,Solteiro/a,Estudante,Superior,Alta,2023-11-25,Android,+55 (084) 7184-7126
U03046,Larissa,Abreu,bernardo12@example.org,56422433100.0,2003-04-18,M,MG,Viúvo/a,Aposentado,Pós-graduação,Alta,2023-11-25,Android,+55 61 4005 8354
U00479,Benicio,Ramos,teixeiragabriela@example.net,56186854303.0,1971-07-07,M,RS,Viúvo/a,Autônomo,Superior,Média,2023-11-26,iOS,21 2227-5315
U00782,Cecilia,Silveira,jlopes@example.net,52186962097.0,1994-09-07,M,PR,Divorciado/a,Estudante,Ensino Médio,Média,2023-11-26,Android,11 2023 9020
U01381,Maria Cecília,Leão,carlos-eduardo32@example.net,60663979056.0,1995-02-17,Outro,RS,Casado/a,Aposentado,Pós-graduação,Média,2023-11-26,Android,+55 81 0151-4631
U03060,Benício,Costela,marquesana-laura@example.com,53239921596.0,1970-01-01,M,PR,Solteiro/a,Empregado,Superior,Média,2023-11-26,Android,(041) 1233-1967
U04322,Brayan,Gonçalves,aragaoasafe@example.com,95382664266.0,1999-05-08,Outro,SP,Divorciado/a,Aposentado,Outro,Baixa,2023-11-26,iOS,0900-501-1905
U02320,Bruno,Ramos,asales@example.net,32355940785.0,1970-01-01,F,PE,Solteiro/a,Aposentado,Técnico,Média,2023-11-27,iOS,+55 (011) 8010 5529
U02506,Daniel,Barros,maria-eduardaalmeida@example.org,97842788751.0,1971-12-19,Outro,SP,Solteiro/a,Empregado,Pós-graduação,Alta,2023-11-27,iOS,+55 81 5730-6468
U04213,Olivia,Pastor,andre76@example.net,64180286077.0,1970-01-01,F,SP,Casado/a,Desempregado,Outro,Baixa,2023-11-27,iOS,61 2544 3524
U04550,Joaquim,Sá,cirinoluiz-henrique@example.com,90558040199.0,1970-10-15,F,MG,Viúvo/a,Autônomo,Pós-graduação,Baixa,2023-11-27,iOS,+55 (084) 2690-8680
U04879,Kaique,Lopes,joanamendonca@example.org,12547519654.0,1973-06-26,Outro,DF,Casado/a,Desempregado,Ensino Médio,Alta,2023-11-27,Android,+55 41 1771-4150
U00290,Daniel,Duarte,marquesbeatriz@example.com,76387536698.0,2004-08-12,Outro,PE,Divorciado/a,Aposentado,Pós-graduação,Baixa,2023-11-28,iOS,31 9057-9446
U01771,Maria Eduarda,Oliveira,bda-mata@example.org,51514066792.0,1974-08-29,M,BA,Solteiro/a,Empregado,Pós-graduação,Baixa,2023-11-28,iOS,+55 61 3384 0416
U02969,Eduarda,Montenegro,cauapimenta@example.com,13234892240.0,1976-11-28,Outro,SP,Divorciado/a,Autônomo,Técnico,Média,2023-11-28,iOS,31 2600 1952
U03011,Lara,Nunes,sousagabrielly@example.net,34792972522.0,1977-07-13,M,PR,Casado/a,Estudante,Ensino Médio,Baixa,2023-11-28,iOS,31 3093 4489
U03708,Cauã,Cavalcanti,kcamargo@example.org,29091910962.0,1970-01-01,Outro,RS,Divorciado/a,Aposentado,Técnico,Baixa,2023-11-28,Android,+55 31 8726-4429
U00914,Lucas Gabriel,Ramos,pnovaes@example.org,47941447951.0,1970-01-01,F,DF,Viúvo/a,Empregado,Técnico,Baixa,2023-11-29,iOS,0900-790-5411
U01360,Arthur,Sampaio,laurada-mota@example.net,60022269301.0,1970-01-01,M,CE,Solteiro/a,Empregado,Outro,Alta,2023-11-29,iOS,+55 (031) 8692-8837
U01415,Camila,Abreu,emartins@example.com,49393339996.0,1992-02-07,M,CE,Viúvo/a,Empregado,Ensino Médio,Baixa,2023-11-29,Android,+55 81 0419 5423
U01752,Luiz Otávio,Novais,fernando23@example.com,98985930699.0,1970-01-01,M,DF,Viúvo/a,Desempregado,Ensino Médio,Alta,2023-11-29,iOS,+55 51 8890 9346
U03705,Raul,Costa,camila90@example.com,37206307177.0,1977-08-27,Outro,CE,Divorciado/a,Aposentado,Técnico,Média,2023-11-29,iOS,0500 934 4087
U01576,Catarina,Siqueira,esthergomes@example.com,37301583383.0,1979-08-22,M,MG,Casado/a,Desempregado,Outro,Média,2023-11-30,iOS,84 8659 3740
U02547,Leandro,Camargo,garcialuan@example.net,67164513112.0,1970-01-01,F,PE,Casado/a,Empregado,Outro,Alta,2023-11-30,iOS,+55 (081) 3343 8103
U03272,Amanda,Pires,benjamim30@example.org,20287765374.0,1986-09-26,Outro,RJ,Viúvo/a,Aposentado,Superior,Baixa,2023-11-30,Android,(081) 3783 3739
U00571,Olivia,Oliveira,mouraisabelly@example.org,87287331384.0,1999-01-18,Outro,MG,Viúvo/a,Aposentado,Superior,Média,2023-12-01,Android,0500-109-8338
U01417,Laís,Duarte,ramosolivia@example.com,72161667319.0,1970-01-01,F,MG,Solteiro/a,Aposentado,Ensino Médio,Baixa,2023-12-01,iOS,51 1408 2742
U03623,Ana Júlia,Teixeira,tmonteiro@example.org,69225159742.0,1970-01-01,F,SP,Solteiro/a,Estudante,Outro,Média,2023-12-01,iOS,+55 61 4930 4315
U04335,Isabela,Vasconcelos,machadofelipe@example.com,55738541882.0,2002-11-27,Outro,DF,Viúvo/a,Autônomo,Outro,Baixa,2023-12-01,Android,11 7285 1246
U04967,Maria,Farias,otaviocampos@example.org,25722479185.0,1970-01-01,Outro,BA,Viúvo/a,Desempregado,Outro,Média,2023-12-01,Android,0800-705-4318
U01489,Davi Miguel,Guerra,levi39@example.com,70126444739.0,2002-06-15,M,BA,Solteiro/a,Autônomo,Superior,Alta,2023-12-02,iOS,0800 673 2177
U02999,Maria Luísa,da Mota,caue27@example.com,69305822736.0,1970-01-01,F,PR,Solteiro/a,Autônomo,Outro,Alta,2023-12-02,Android,81 0213-2023
U04239,Enzo,Jesus,da-motamurilo@example.net,32896085530.0,1998-05-17,Outro,PE,Solteiro/a,Empregado,Outro,Baixa,2023-12-02,iOS,+55 (041) 7185 3355
U04407,Maria Fernanda,da Luz,clara31@example.com,48585340337.0,1988-05-08,M,SP,Viúvo/a,Empregado,Ensino Médio,Baixa,2023-12-02,iOS,84 7183 8917
U02162,João Lucas,Duarte,ceciliasilva@example.com,22835604321.0,1983-08-09,Outro,MG,Solteiro/a,Autônomo,Outro,Alta,2023-12-03,iOS,(081) 6231 7554
U03657,Henry,Barros,thomas40@example.com,47228122154.0,1970-01-01,F,RS,Viúvo/a,Aposentado,Outro,Alta,2023-12-03,iOS,(021) 4266 3254
U03829,Pedro Miguel,Carvalho,liam49@example.net,85996881269.0,1970-01-01,Outro,DF,Viúvo/a,Autônomo,Ensino Médio,Média,2023-12-03,Android,+55 61 2885-8870
U01906,Leandro,da Mota,luiz-otavio03@example.net,20838539894.0,1993-08-30,Outro,PE,Divorciado/a,Empregado,Pós-graduação,Baixa,2023-12-04,Android,+55 21 7590 6712
U02679,Ana Julia,Moraes,joanada-cunha@example.org,67370396780.0,1970-01-01,M,RJ,Solteiro/a,Estudante,Técnico,Alta,2023-12-04,iOS,21 5719 3502
U04925,Sophia,Fonseca,xda-luz@example.com,75756824397.0,1970-01-01,F,DF,Casado/a,Empregado,Pós-graduação,Baixa,2023-12-04,Android,61 1938 5882
U00154,Isis,Mendes,mendesmelina@example.net,97448943468.0,1997-11-05,Outro,BA,Divorciado/a,Autônomo,Outro,Média,2023-12-05,iOS,41 8668-7339
U00710,Lunna,Gonçalves,jose-miguel70@example.net,67424074311.0,1970-01-01,Outro,RS,Divorciado/a,Estudante,Superior,Média,2023-12-05,Android,+55 (081) 1355 7499
U01584,Luana,Porto,costelamatteo@example.com,54370392600.0,1984-05-07,Outro,SP,Solteiro/a,Autônomo,Ensino Médio,Alta,2023-12-05,Android,0500 810 7060
U02677,Pedro Henrique,das Neves,novaesravi@example.com,52848175590.0,1978-01-25,M,SP,Casado/a,Empregado,Pós-graduação,Baixa,2023-12-05,Android,+55 (061) 0342-6639
U03420,Isabel,Montenegro,levi88@example.com,87075238367.0,1993-04-17,M,PR,Casado/a,Aposentado,Pós-graduação,Média,2023-12-05,iOS,+55 (021) 0789 3377
U00767,Melina,da Rocha,silveirapedro-lucas@example.com,19706694156.0,1970-01-01,Outro,SP,Divorciado/a,Desempregado,Pós-graduação,Média,2023-12-06,iOS,+55 51 8577 7471
U01138,Eduardo,Fernandes,asilva@example.com,90279571582.0,1995-12-06,M,SP,Viúvo/a,Empregado,Técnico,Média,2023-12-06,iOS,+55 84 8931-2342
U01358,Antony,Leão,daniel89@example.net,81734521481.0,1993-04-23,M,DF,Viúvo/a,Estudante,Outro,Alta,2023-12-06,iOS,+55 11 1329 8986
U01505,Nathan,Melo,murilo10@example.com,68255887222.0,2002-08-11,M,DF,Viúvo/a,Desempregado,Técnico,Média,2023-12-06,iOS,81 1374 5982
U02823,Jade,Barros,leonardopastor@example.net,20217641781.0,1970-01-01,Outro,RJ,Solteiro/a,Empregado,Técnico,Alta,2023-12-06,Android,+55 61 5303 6673
U04094,Kamilly,Martins,luiz-gustavodias@example.net,65426471292.0,1986-11-22,Outro,MG,Divorciado/a,Autônomo,Pós-graduação,Média,2023-12-06,Android,0300-612-4143
U04364,Emanuella,Nascimento,mayaguerra@example.com,68196172103.0,1999-04-21,M,PE,Divorciado/a,Estudante,Outro,Alta,2023-12-06,iOS,+55 11 2004-0130
U00127,Caleb,da Rosa,umacedo@example.net,39849408021.0,2000-05-17,Outro,DF,Divorciado/a,Estudante,Técnico,Baixa,2023-12-07,Android,+55 31 3053-3273
U00699,Maysa,Cassiano,lais98@example.net,53561896209.0,1970-01-01,M,CE,Divorciado/a,Estudante,Técnico,Alta,2023-12-07,Android,+55 84 1093 2703
U01670,Esther,Silveira,jcarvalho@example.net,27839881189.0,1987-10-20,Outro,MG,Viúvo/a,Desempregado,Pós-graduação,Alta,2023-12-07,Android,11 3032-2089
U02870,Yan,Monteiro,alana90@example.com,57229322885.0,2006-02-12,Outro,PE,Divorciado/a,Autônomo,Pós-graduação,Alta,2023-12-07,Android,+55 41 0540-4313
U03870,Ana Júlia,Dias,cguerra@example.net,47596165759.0,1979-02-26,Outro,RS,Casado/a,Desempregado,Técnico,Média,2023-12-07,Android,(041) 8747-4947
U04725,Dom,Moreira,ramosgiovanna@example.net,92237991733.0,1999-04-22,M,PE,Divorciado/a,Desempregado,Superior,Alta,2023-12-07,iOS,0900-860-4558
U00004,Juan,Barbosa,ocavalcante@example.org,24197756821.0,2001-08-17,Outro,CE,Divorciado/a,Empregado,Técnico,Baixa,2023-12-08,iOS,+55 81 5617-1359
U01529,Amanda,Lima,costaesther@example.org,81191112857.0,2002-03-09,Outro,SP,Solteiro/a,Estudante,Superior,Média,2023-12-08,iOS,+55 21 3387-7989
U03222,Maria Júlia,Pires,jose-pedromachado@example.net,56833084078.0,1970-01-01,M,CE,Viúvo/a,Autônomo,Outro,Baixa,2023-12-08,Android,+55 31 0933 4625
U03616,Enzo Gabriel,Jesus,vicentenovais@example.net,98167828126.0,1985-04-01,F,DF,Divorciado/a,Desempregado,Outro,Média,2023-12-08,iOS,+55 (084) 0510 4126
U04130,Rafaela,da Rocha,ceciliaabreu@example.net,45259058758.0,2000-07-31,F,RJ,Casado/a,Autônomo,Outro,Baixa,2023-12-08,Android,+55 71 8145-9218
U00576,Davi Luiz,Porto,jsilveira@example.net,83497517933.0,1970-01-01,M,RJ,Casado/a,Empregado,Ensino Médio,Alta,2023-12-09,iOS,+55 (011) 0015-2387
U00820,Samuel,Vasconcelos,vasconcelosmaria-flor@example.org,50360962529.0,1996-07-17,Outro,RS,Divorciado/a,Estudante,Outro,Alta,2023-12-09,Android,21 8749-9218
U02118,Sarah,Borges,matteofarias@example.net,35586406386.0,1980-02-12,M,PE,Divorciado/a,Desempregado,Ensino Médio,Média,2023-12-09,iOS,71 3659-0108
U02145,Alexia,Sampaio,da-cruzotavio@example.net,51902823206.0,1970-03-29,F,PE,Viúvo/a,Autônomo,Ensino Médio,Média,2023-12-09,Android,71 5617-6926
U03768,Lorenzo,Marques,emillycostela@example.net,48775383818.0,1986-06-18,M,SP,Viúvo/a,Autônomo,Superior,Alta,2023-12-09,iOS,+55 51 5386 8539
U00025,Ravi,Pires,vitoria70@example.net,32246667428.0,2006-12-21,M,CE,Viúvo/a,Autônomo,Pós-graduação,Alta,2023-12-10,Android,61 4056-4123
U02670,Théo,das Neves,jcaldeira@example.net,32887080755.0,1979-10-22,F,CE,Viúvo/a,Estudante,Técnico,Alta,2023-12-10,iOS,+55 (041) 5007 4030
U02696,Igor,Fernandes,eduardopinto@example.org,72528884136.0,1974-04-27,Outro,BA,Casado/a,Desempregado,Técnico,Média,2023-12-10,Android,(061) 3326-0851
U04250,Antônio,Pinto,vargasdanilo@example.net,90645340080.0,1995-04-05,F,RS,Viúvo/a,Aposentado,Técnico,Baixa,2023-12-10,Android,(021) 5993 9576
U04491,Ágatha,Rezende,novaesolivia@example.com,40299064328.0,1970-01-01,M,PR,Viúvo/a,Aposentado,Superior,Baixa,2023-12-10,Android,+55 11 8612 5850
U00918,Maria Laura,Campos,martinsluiza@example.com,97456480121.0,1979-05-16,M,PE,Viúvo/a,Autônomo,Técnico,Alta,2023-12-11,iOS,0900-136-1551
